"Cliente";"Data da Operação";"Código";"Corretora";"Qtd.";"Preço de Mercado";"Valor de Mercado";"% S/ FU";"% S/ Total";"Código Isin";"Bolsa";"IRRF sobre Pos. Própria";"Ajuste Equalização";"Ajuste Valorização";"Tipo";"Objeto da Opção";"Exercício";"Data de Vencimento";"Custo Médio c/ Corretagem";"Cotação";"Custo Total";"Resultado";"Quantidade Disponível";"Quantidade Bloqueada";"Quantidade Total";"% S/ RV";"Valor de Mercado Bruto";"Valor de Mercado Líquido";"IC_ADR";"IC_BDR";"Tipo";"Praça";"VL_VENCIMENTO";"Data de Vencimento";"Resgate";"Código da Operação";"Data da Operação";"Preço";"Financeiro";"% Remuneração";"% Mercado";"RemuneraçãoBruta";"IR";"RemuneraçãoLíquida";"IC_TIPO_MOVIMENTO";"Fundo";"Instituição";"% S/ FI";"Aplic. / Resg.";"Valor Atual";"Impostos";"Valor Líquido";"Data de Aplicação";"Data de Emissão";"Data de Vencimento do Lastro";"Emitente";"Lastro";"Papel";"Index.";"MTM % AA";"Tx. Over";"Taxa % AA";"PU Atual";"Valor Aplicação";"Valor Resgate";"Valor Bruto";"MTM";"Negociação / Vencimento";"Operação a Termo";"Origem";"IC_REG_VENDA_TERMO";"Partida";"Início Valoriz.";"Contra Partida";"Indexador";"MTM % AA";"Taxa % AA";"Valor";"Indexador";"MTM % AA";"Taxa % AA";"Valor";"Aprop. Acum. Bruta";"Aprop. Acum. Líquida";"Principal";"% S/ SW";"SG_MTM_ATIVO";"SG_MTM_PASSIVO";"PC_SOA";"CD_TIPO_ATIVO";"DS_TIPO_ATIVO";"Descrição";"Histórico Traduzido";"% S/ CPR";"Valor";"Benchmark %";"Rent. Real %";"Variação Diária %";"Variação Mensal %";"Variação Anual %";"Últimos 6 Meses %";"Últimos 12 Meses %";"PC_ULT_6F_MESES";"PC_ULT_12F_MESES";"Patrimônio"
"CUST0207       ";"14/08/2024";"TFGE0014";"";"0";"0";"0,00";"0,00";"0,98";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"16.858,34032199";"0,00";"0,00";"0";"0,00000000";"522,04050064";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"LACAN FL II FIP S3";"GENIALCO";"1,00";"0,00";"8.800.736,42";"0,00";"8.800.736,42";"";"";"";"";"";"";"";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"";"";"0,00";"0,00";"0,00000000";"0,0000";"0,0000000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"TFML2226";"";"0";"0";"0,00";"0,00";"4,02";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"2,25605384";"0,00";"0,00";"0";"0,00000000";"15.955.103,10631320";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"PIMCO INCOME FIM IE";"BNYMELLO";"4,10";"0,00";"35.995.571,63";"0,00";"35.995.571,63";"";"";"";"";"";"";"";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"";"";"0,00";"0,00";"0,00000000";"0,0000";"0,0000000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"2,02";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"Resgate do Fundo PIMCO INCOME FIM IE [TFML2226]";"PIMCO INCOME FIM IE [TFML2226]";"94,95";"18.123.203,46";"0,00000000";"0,0000";"0,0000000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"0,00";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"Taxa de Custódia Apropriada";"Taxa de Custódia Apropriada";"0,00";"-513,93";"0,00000000";"0,0000";"0,0000000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"0,00";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"Despesa de Custo CETIP com pagamento 06/09/24";"Despesa de Custo CETIP com pagamento 06/09/24";"-0,01";"-1.381,36";"0,00000000";"0,0000";"0,0000000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"0,11";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"CRÉDITO REF. MASSA FALIDA CDB BANCO SANTOS ( FEF UNIBANCO CD )";"Implementation Balance of Subsegment SPC";"5,06";"966.381,60";"0,00000000";"0,0000";"0,0000000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"0,00";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"Saldo em Tesouraria";"";"100,00";"318,51";"0,00000000";"0,0000";"0,0000000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"0,00";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"Saldo em Tesouraria RESERVA";"";"0,00";"0,00";"0,00000000";"0,0000";"0,0000000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"0,00";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"IGPM-IND";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"";"";"0,00";"0,00";"404,36629406";"0,0838";"0,0275351";"0,2757";"2,0884";"1,9195";"3,9202";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"0,00";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"CDI";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"";"";"0,00";"0,00";"283,53447542";"0,0720";"0,0392696";"0,3934";"6,5934";"4,7329";"10,6870";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"0,00";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"IBOVESPA";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"";"";"0,00";"0,00";"16,02884139";"-0,5793";"0,6946406";"4,4385";"-0,6465";"3,3310";"15,1854";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"0,00";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"INPC";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"";"";"0,00";"0,00";"943,12775215";"0,0995";"0,0118057";"0,1181";"3,2279";"1,9301";"3,9382";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"0,00";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"COTA";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"";"";"0,00";"0,00";"0,00000000";"0,0000";"0,1113428";"1,1541";"5,2865";"4,2203";"10,6934";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"0,00";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"PATRIMON";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"";"";"0,00";"0,00";"0,00000000";"0,0000";"0,0000000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"896.426.528,58"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"0,00";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"Valor da cota bruta de performance";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"";"";"0,00";"0,00";"917,37563500";"0,0000";"0,0000000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00"
"CUST0207       ";"14/08/2024";"";"";"0";"0";"0,00";"0,00";"0,00";"0";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"0,00";"0,00000000";"0,00";"0,00";"0";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"0,00";"";"";"0";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";"Valor da cota unitária (Bruta)";"0,00";"0,00";"0,00000000";"0,00000000";"0,00";"0,00";"0,00";"";"";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"";"";"0,00";"0,00";"917,37563500";"0,0000";"0,0000000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,0000";"0,00"
