REGIAO:;CO;;;;;;;
UF:;MS;;;;;;;
ESTACAO:;BONITO;;;;;;;
CODIGO (WMO):;S704;;;;;;;
LATITUDE:;-21,246756;;;;;;;
LONGITUDE:;-56,450442;;;;;;;
ALTITUDE:;329;;;;;;;
DATA DE FUNDACAO:;06/08/2018;;;;;;;
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
16/01/2020;1400 UTC;0;975,6;34,6;63;290;7,7;4,1
16/01/2020;1500 UTC;0;975,5;35,4;52;302;8,3;4,3
16/01/2020;1600 UTC;0;975,2;36,1;49;286;7,8;3,7
16/01/2020;1700 UTC;0;974,7;36,7;49;255;6,4;2,7
16/01/2020;1800 UTC;0;974,3;34,5;50;260;6,1;3
16/01/2020;1900 UTC;0;973,1;36,1;50;275;6,5;3,3
16/01/2020;2000 UTC;0;973;35;47;231;6;3,2
16/01/2020;2100 UTC;0;972,6;34;56;241;5,4;2
16/01/2020;2200 UTC;0;973,1;31,8;62;188;7,4;3,9
16/01/2020;2300 UTC;0;973,9;29,3;72;162;7,4;3,1
17/01/2020;0000 UTC;0;974,2;27,1;83;120;5,4;1,9
17/01/2020;0100 UTC;0;974,9;27,8;83;315;2,8;0,8
17/01/2020;0200 UTC;0;975,4;27,3;83;290;2,1;0,8
17/01/2020;0300 UTC;0;976,2;25,9;92;95;2,7;1,8
17/01/2020;0400 UTC;0;976,1;26,7;89;23;2,7;1,1
17/01/2020;0500 UTC;0;975,5;26,3;89;358;2,7;1,5
17/01/2020;0600 UTC;0;975,3;24,8;92;73;2,3;1
17/01/2020;0700 UTC;0;975,6;24,9;93;133;2;0,4
17/01/2020;0800 UTC;0;975,6;24,8;94;94;1,2;0,6
17/01/2020;0900 UTC;0;976,1;25,2;94;34;3,7;1,6
17/01/2020;1000 UTC;0;976,4;25,5;92;31;4,7;2,5
17/01/2020;1100 UTC;0;977,1;27,4;88;11;6,6;3,8
17/01/2020;1200 UTC;0;977,4;29,5;82;339;8,5;5,1
17/01/2020;1300 UTC;0;977,2;30,4;76;350;8,5;2,8
17/01/2020;1400 UTC;0;977,2;32,1;73;14;6,6;2,7
17/01/2020;1500 UTC;0;976,6;33,5;68;12;7,5;3,3
17/01/2020;1600 UTC;0;976,2;34,5;65;353;7,2;3,3
17/01/2020;1700 UTC;0;975,4;34,6;59;17;6,8;2,7
17/01/2020;1800 UTC;0;974,5;35,4;57;18;6,6;3,6
17/01/2020;1900 UTC;0;974;30,3;65;254;9,6;3,9
17/01/2020;2000 UTC;0;973,5;29,8;63;213;7,5;3,1
17/01/2020;2100 UTC;0;974,4;27,4;72;217;8,4;3,8
17/01/2020;2200 UTC;0;974,1;26;82;148;5,6;2,6
17/01/2020;2300 UTC;0;975;25,8;85;259;3,8;2,8
18/01/2020;0000 UTC;0;975,5;25,6;85;246;4,2;2,3
18/01/2020;0100 UTC;0;976;25,4;87;187;3,2;1,6
18/01/2020;0200 UTC;0;977,2;25,2;89;51;3;1,7
18/01/2020;0300 UTC;0;976,9;25,2;89;1;4,6;2,3
18/01/2020;0400 UTC;0;976,3;24,2;93;247;4;0,9
18/01/2020;0500 UTC;0;975,6;23,9;94;221;3,6;1,3
18/01/2020;0600 UTC;0;975,2;23,8;94;191;2,9;1
18/01/2020;0700 UTC;0;974,9;23,6;94;231;3,3;2,1
18/01/2020;0800 UTC;0;974,9;23,6;95;218;2,9;0,6
18/01/2020;0900 UTC;0;975,2;23,5;97;90;1,8;0,7
18/01/2020;1000 UTC;0;975,9;24,4;97;301;1,1;0,3
18/01/2020;1100 UTC;0;976,3;27;94;88;4,8;2,7
18/01/2020;1200 UTC;0;976,7;28,2;82;54;6,6;4
18/01/2020;1300 UTC;0;977;29,7;79;51;6,9;3,6
18/01/2020;1400 UTC;0;977;31,2;75;58;7,6;4,8
18/01/2020;1500 UTC;0;976,6;31,8;70;57;8,6;5,2
18/01/2020;1600 UTC;0;976;32,7;69;48;8,6;4,1
18/01/2020;1700 UTC;0;975,1;33;68;47;7,3;3,8
18/01/2020;1800 UTC;0;974,6;31,9;66;49;6,9;3,4
18/01/2020;1900 UTC;0;973,5;32,9;66;211;5,5;1,1
18/01/2020;2000 UTC;0,4;973;31,7;78;359;5,1;0,6
18/01/2020;2100 UTC;0;972,8;28,9;78;203;6,7;3,3
18/01/2020;2200 UTC;0;973;26,8;86;286;6,4;4,3
18/01/2020;2300 UTC;0;973,6;26,4;85;311;6,4;1,5
19/01/2020;0000 UTC;0;974,8;26;92;345;5,4;2,8
19/01/2020;0100 UTC;0;976;25,3;86;333;7,2;3,5
19/01/2020;0200 UTC;0;976,7;24,8;87;347;9,8;5,1
19/01/2020;0300 UTC;0;975,4;24,5;90;333;7,4;1,2
19/01/2020;0400 UTC;0;974,6;23,5;96;96;2,2;1,3
19/01/2020;0500 UTC;0;973,5;23,3;96;101;3,2;2,3
19/01/2020;0600 UTC;0;973,2;23,1;96;96;3,7;1,5
19/01/2020;0700 UTC;0;973,6;22,9;96;287;2,9;1,4
19/01/2020;0800 UTC;0;974,3;22,4;97;236;3,6;1,8
19/01/2020;0900 UTC;0;975;22,5;97;234;2,5;1,9
19/01/2020;1000 UTC;0;975,8;23,5;97;209;2,2;1,3
19/01/2020;1100 UTC;0;976,1;27;93;101;2,3;1
19/01/2020;1200 UTC;0,2;976,5;28,9;85;60;4,7;2,8
19/01/2020;1300 UTC;0;976,4;30,3;77;29;5,6;3
19/01/2020;1400 UTC;0;976;31,6;70;35;6,2;3,3
19/01/2020;1500 UTC;0;975,5;33,2;66;4;7,3;3,7
19/01/2020;1600 UTC;0;974,7;33,5;62;360;8;2,9
19/01/2020;1700 UTC;0;973,7;33,7;62;38;6,3;2,5
19/01/2020;1800 UTC;0;972,6;34,2;59;66;5,4;0,9
19/01/2020;1900 UTC;0;971,3;34,8;62;65;5,5;2,8
19/01/2020;2000 UTC;0;970,7;31,6;65;281;6,6;4,2
19/01/2020;2100 UTC;0;970,3;30,6;68;279;6,6;2,6
19/01/2020;2200 UTC;0;970,7;28,7;75;310;3,7;1,9
19/01/2020;2300 UTC;0;971,2;26,7;85;266;2,8;1,4
20/01/2020;0000 UTC;0;971,8;25,5;92;158;2,2;1,3
20/01/2020;0100 UTC;0;972,7;25,8;92;133;3,7;1,3
20/01/2020;0200 UTC;0;973,6;25,1;90;250;2,4;1,3
20/01/2020;0300 UTC;0;973,6;24,7;91;232;2;1,2
20/01/2020;0400 UTC;0;972,9;24;93;191;2;1,3
20/01/2020;0500 UTC;0;972,6;23,5;95;108;1,9;1,4
20/01/2020;0600 UTC;0;972,4;23,7;96;279;2,5;0,9
20/01/2020;0700 UTC;0;972,2;23,3;96;269;1,8;0,5
20/01/2020;0800 UTC;0;972,8;23,2;94;314;2,3;1,5
20/01/2020;0900 UTC;0;973;22,6;95;313;2;0,6
20/01/2020;1000 UTC;0;973,4;23,9;95;254;1,6;1
20/01/2020;1100 UTC;0;973,5;26,5;91;329;2,9;1,6
20/01/2020;1200 UTC;0;973,7;29;77;16;4,8;2,7
20/01/2020;1300 UTC;0;973,3;30,7;66;14;5,9;2,7
20/01/2020;1400 UTC;0;972,8;32,4;63;357;5,9;2,9
20/01/2020;1500 UTC;0;972,3;33,7;59;35;6,5;2,9
20/01/2020;1600 UTC;0;971,6;34,4;57;25;6,5;2
20/01/2020;1700 UTC;0;971;35,2;53;138;6,2;1,8
20/01/2020;1800 UTC;0;970,2;36,7;52;9;4,8;1,3
20/01/2020;1900 UTC;0;969,2;35,5;49;97;5,4;1,5
20/01/2020;2000 UTC;0;968,2;35,5;50;113;4,8;1,8
20/01/2020;2100 UTC;0;967,9;34;57;109;3;2,1
20/01/2020;2200 UTC;0;968,1;31,5;66;288;3,6;1,9
20/01/2020;2300 UTC;0;968,3;30,2;70;328;3,6;1,9
21/01/2020;0000 UTC;0;968,8;28,3;79;330;3;2,5
21/01/2020;0100 UTC;0;969,1;27,2;83;292;3;2
21/01/2020;0200 UTC;0;969,6;25,9;91;227;2,6;0,8
21/01/2020;0300 UTC;0;969,8;25,7;90;279;1,3;0,8
21/01/2020;0400 UTC;0;969,9;25,3;91;280;3,7;1,3
21/01/2020;0500 UTC;0;969,6;24,7;92;219;1,8;1,1
21/01/2020;0600 UTC;0;968,9;24,7;94;275;1,8;0,9
21/01/2020;0700 UTC;0;968,6;24,4;93;356;2,3;1,1
21/01/2020;0800 UTC;0;968,6;23,7;97;49;3,7;1,3
21/01/2020;0900 UTC;0;968,5;23,6;96;20;2;0,6
21/01/2020;1000 UTC;0;968,9;24,5;96;344;2,3;1,6
21/01/2020;1100 UTC;0;969,4;27,3;92;48;4;2,6
21/01/2020;1200 UTC;0;969,4;29,9;76;40;5,3;3,1
21/01/2020;1300 UTC;0;969,5;30,7;72;29;6,4;3,9
21/01/2020;1400 UTC;0;969,3;32,8;72;9;7,1;2,6
21/01/2020;1500 UTC;0;969,4;33,9;66;9;7,6;3,7
21/01/2020;1600 UTC;0;968,7;35,2;62;359;8,1;4
21/01/2020;1700 UTC;0;968,4;34,5;58;331;7,4;3
21/01/2020;1800 UTC;0;967,7;34,6;58;282;7,2;3,4
21/01/2020;1900 UTC;0;966,6;35;57;281;5;2,7
21/01/2020;2000 UTC;0;965,5;35,3;53;290;4,7;2,2
21/01/2020;2100 UTC;0;965,3;33,6;58;300;4,8;2,8
21/01/2020;2200 UTC;0;965,4;31,9;66;294;3,8;1,8
21/01/2020;2300 UTC;0;966;30,2;72;265;2,7;2
22/01/2020;0000 UTC;0;967,1;29,3;75;240;2,5;1,3
22/01/2020;0100 UTC;0;967,8;28,2;83;332;3,1;2,2
22/01/2020;0200 UTC;0;967,3;28;87;20;3,3;1,5
22/01/2020;0300 UTC;0;966,3;28,3;84;359;4,9;2,6
22/01/2020;0400 UTC;0;966,4;28,1;84;352;5,5;3,2
22/01/2020;0500 UTC;0;967,1;24,6;86;222;17,3;9,3
22/01/2020;0600 UTC;11,8;968,7;22,9;97;263;13,8;5,2
22/01/2020;0700 UTC;3,8;967,6;22,3;95;205;9,6;0,8
22/01/2020;0800 UTC;3;967,3;22,4;97;127;3,9;2,8
22/01/2020;0900 UTC;1,6;967,1;22,3;98;82;6,1;4,4
22/01/2020;1000 UTC;0,6;968;22,6;98;89;6,1;2,5
22/01/2020;1100 UTC;2,2;968,5;22,8;98;80;4,7;2,3
22/01/2020;1200 UTC;2,2;968,2;23,2;98;57;6,1;1,5
22/01/2020;1300 UTC;0;968,1;24,5;95;346;5,3;3,2
22/01/2020;1400 UTC;0;968,2;26;89;344;5,8;3,2
22/01/2020;1500 UTC;0;967,8;26,7;85;358;6,2;3,5
22/01/2020;1600 UTC;3,6;967,4;25,2;96;329;6,7;1,6
22/01/2020;1700 UTC;0,2;966,7;26,4;94;232;3,2;1,5
22/01/2020;1800 UTC;0;965,6;28,5;92;218;8;5,5
22/01/2020;1900 UTC;0;965,1;29,6;79;239;10;5,9
22/01/2020;2000 UTC;0,2;964,7;29,3;75;273;10,6;3,6
22/01/2020;2100 UTC;1,4;965,2;24,4;88;256;14,1;6,9
22/01/2020;2200 UTC;0,6;965,3;24,8;92;210;14,1;1,8
22/01/2020;2300 UTC;0;965,8;23,7;93;304;7,1;2,1
23/01/2020;0000 UTC;0;966,5;23,4;92;238;4,1;2,4
23/01/2020;0100 UTC;0;967,4;23,5;93;166;5,3;2,1
23/01/2020;0200 UTC;0;967,6;23,9;94;216;4,6;1,2
23/01/2020;0300 UTC;0;967,1;23,4;97;306;2,9;2,1
23/01/2020;0400 UTC;0;966,9;23,5;97;309;3,6;2
23/01/2020;0500 UTC;0;966,5;23,7;95;310;3,3;2,1
23/01/2020;0600 UTC;0;966,1;23,5;94;287;3,3;1,7
23/01/2020;0700 UTC;0;966;23,5;95;235;2,8;1,4
23/01/2020;0800 UTC;0;966;23,4;96;216;3,6;2,4
23/01/2020;0900 UTC;0;966,2;23,4;97;262;3,6;1,4
23/01/2020;1000 UTC;0;966,5;23,6;97;237;4,5;3,1
23/01/2020;1100 UTC;0;967;24,7;94;238;5;3,4
23/01/2020;1200 UTC;0,2;967,3;25;95;259;5,9;2,4
23/01/2020;1300 UTC;0;967,7;25,5;94;254;7,3;4,2
23/01/2020;1400 UTC;0;967,4;26,9;90;216;7,5;5
23/01/2020;1500 UTC;0;967,2;28,7;81;235;9,9;6,1
23/01/2020;1600 UTC;0,2;966,7;30,5;76;237;10,1;6,3
23/01/2020;1700 UTC;0;966,2;28,4;75;233;10,9;7,1
23/01/2020;1800 UTC;0;966,1;26,2;92;220;11,3;6,2
23/01/2020;1900 UTC;0;965,9;25,1;91;236;10,9;5,6
23/01/2020;2000 UTC;0;965,7;25;94;223;11,4;5,9
23/01/2020;2100 UTC;0;965,9;24,5;90;212;11,4;7
23/01/2020;2200 UTC;0,2;966,7;23,5;95;212;11,5;6,4
23/01/2020;2300 UTC;1,2;967,5;23,2;96;200;9,8;5,9
24/01/2020;0000 UTC;0;968,2;23,1;95;205;10;5,3
24/01/2020;0100 UTC;0;969;23;95;187;8,9;5,1
24/01/2020;0200 UTC;0,2;969,7;22,5;96;175;9,1;4,4
24/01/2020;0300 UTC;0,2;969,4;22,3;96;174;7,9;5,2
24/01/2020;0400 UTC;0;968,9;22,3;95;183;7,9;3,5
24/01/2020;0500 UTC;0;968,6;22,1;95;194;5,4;3,5
24/01/2020;0600 UTC;0;968,2;22;95;187;5,3;3,2
24/01/2020;0700 UTC;0;968,2;21,8;95;197;5,5;3,3
24/01/2020;0800 UTC;0;968,3;21,8;96;206;5,1;3,1
24/01/2020;0900 UTC;0;968,9;21,8;96;213;5,2;3,1
24/01/2020;1000 UTC;0;969,7;22;96;206;4,8;3,3
24/01/2020;1100 UTC;0;970,4;22,5;95;184;6,3;4,2
24/01/2020;1200 UTC;0;970,9;24,2;92;174;7,2;4,3
24/01/2020;1300 UTC;0;971;25,7;86;153;7,5;3,5
24/01/2020;1400 UTC;0;971,2;26,8;78;174;6,3;3,1
24/01/2020;1500 UTC;0;971;27,6;76;175;6;2
24/01/2020;1600 UTC;0;970,5;28;72;193;4,9;2,5
24/01/2020;1700 UTC;0;970;30,2;69;187;5,9;3,1
24/01/2020;1800 UTC;0;969,3;30,1;66;208;6,4;3,8
24/01/2020;1900 UTC;0;968,4;30,7;62;191;8,3;5,2
24/01/2020;2000 UTC;0;968;30,8;62;201;7,9;4,9
24/01/2020;2100 UTC;0;968,3;27,6;73;208;8,1;3,5
24/01/2020;2200 UTC;0;968,4;27,4;72;202;6,6;3,5
24/01/2020;2300 UTC;0;969;24,8;82;196;5,5;2,4
25/01/2020;0000 UTC;0;969,8;24;87;213;3,3;2,6
25/01/2020;0100 UTC;0;970,5;23,2;89;220;3,7;2,7
25/01/2020;0200 UTC;0;970,9;22,7;91;216;3,6;3
25/01/2020;0300 UTC;0;970,8;22,4;90;208;4,2;3
25/01/2020;0400 UTC;0;970,8;21,6;94;221;3,7;1
25/01/2020;0500 UTC;0;970,6;21,4;95;201;2,1;0,7
25/01/2020;0600 UTC;0;970,4;21,2;94;198;2,8;1,3
25/01/2020;0700 UTC;0;970,6;21;95;220;2,6;1,8
25/01/2020;0800 UTC;0;970,7;21;95;278;2,4;1,1
25/01/2020;0900 UTC;0;971,2;21;95;310;1,9;1,3
25/01/2020;1000 UTC;0;971,9;21,7;95;302;1,8;1
25/01/2020;1100 UTC;0;972,5;24;93;270;1,9;0,9
25/01/2020;1200 UTC;0;972,9;27,8;82;64;2;0,6
25/01/2020;1300 UTC;0;973,1;29,7;67;109;2,6;1,1
25/01/2020;1400 UTC;0;973;30,1;65;129;3,6;1,7
25/01/2020;1500 UTC;0;972,6;31,6;61;360;3,8;2
25/01/2020;1600 UTC;0;972,3;32,5;55;43;4,8;1,7
25/01/2020;1700 UTC;0;971,6;33,1;61;356;4,6;2,2
25/01/2020;1800 UTC;0;971,3;32,9;59;144;3,4;1,5
25/01/2020;1900 UTC;0;970,8;32,1;51;183;5,5;2,5
25/01/2020;2000 UTC;0;970,2;32,7;52;208;5,8;3,1
25/01/2020;2100 UTC;0;970,2;31,5;51;200;6,1;3,7
25/01/2020;2200 UTC;0;970,2;29;60;194;5,4;2,7
25/01/2020;2300 UTC;0;970,5;25,9;72;180;3,6;2,2
26/01/2020;0000 UTC;0;971;24,6;75;184;3,3;2,5
26/01/2020;0100 UTC;0;971,4;23,6;82;199;3,4;2,4
26/01/2020;0200 UTC;0;972;22,5;85;218;3,1;2,5
26/01/2020;0300 UTC;0;972,1;22,4;85;262;3,3;1
26/01/2020;0400 UTC;0;972,2;22,2;87;293;2,3;1,6
26/01/2020;0500 UTC;0;971,9;21,5;91;291;3,4;2
26/01/2020;0600 UTC;0;971,8;20,8;94;283;3,4;1,5
26/01/2020;0700 UTC;0;971,8;20,9;93;311;2;1,1
26/01/2020;0800 UTC;0;972;19,9;92;271;2,3;0,9
26/01/2020;0900 UTC;0;972,3;19,3;94;212;2,1;1,1
26/01/2020;1000 UTC;0;972,8;21,2;96;194;1,6;0,5
26/01/2020;1100 UTC;0;973,4;24,4;89;271;1,5;1
26/01/2020;1200 UTC;0;973,5;27,9;78;75;2;0,7
26/01/2020;1300 UTC;0;973,6;29,7;66;26;3,6;2,4
26/01/2020;1400 UTC;0;973,4;31,7;60;18;5,3;1,9
26/01/2020;1500 UTC;0;973;32,8;58;338;6,1;3,5
26/01/2020;1600 UTC;0;972,3;32,2;53;58;7,4;2,6
26/01/2020;1700 UTC;0;971,6;34,4;53;228;5,6;2,2
26/01/2020;1800 UTC;0;970,8;34,2;55;93;4,8;1,6
26/01/2020;1900 UTC;0;970,2;34;49;224;5,1;1,5
26/01/2020;2000 UTC;0;969,7;34,3;52;98;3,4;1,4
26/01/2020;2100 UTC;0;969,5;32,7;58;107;3,8;1,7
26/01/2020;2200 UTC;0;969,5;29,5;66;131;2,8;1,7
26/01/2020;2300 UTC;0;969,9;27,2;77;67;2,6;1,5
27/01/2020;0000 UTC;0;970,4;27,2;78;48;3,1;2,3
27/01/2020;0100 UTC;0;970,8;25,9;78;111;3,1;0,6
27/01/2020;0200 UTC;0;971,6;24,5;84;238;3;1,6
27/01/2020;0300 UTC;0;971,6;23,6;90;236;2,9;2,1
27/01/2020;0400 UTC;0;971,4;23,7;90;332;3,1;1,5
27/01/2020;0500 UTC;0;971,2;22,5;92;270;2;1
27/01/2020;0600 UTC;0;971,1;21,9;94;238;1,7;0,9
27/01/2020;0700 UTC;0;971,4;20,9;96;239;2,3;1,4
27/01/2020;0800 UTC;0;971,7;21;96;250;3,2;2
27/01/2020;0900 UTC;0;972,2;20,9;94;309;2,5;1,9
27/01/2020;1000 UTC;0;972,5;21,9;95;300;2,8;1,8
27/01/2020;1100 UTC;0;973,2;25,2;90;271;2,8;0,8
27/01/2020;1200 UTC;0;973,5;29;79;191;3,5;0,9
27/01/2020;1300 UTC;0;973,7;31,3;65;66;2,4;1,2
27/01/2020;1400 UTC;0;973,6;32,7;59;38;4,2;1,7
27/01/2020;1500 UTC;0;973,3;33,9;57;29;4,6;2
27/01/2020;1600 UTC;0;972,7;32;60;53;5,2;2,8
27/01/2020;1700 UTC;0;971,6;32,7;61;174;5,2;1,3
27/01/2020;1800 UTC;0;971,5;32,4;64;357;7,8;3,4
27/01/2020;1900 UTC;0;970,5;32,7;66;48;6,4;2,3
27/01/2020;2000 UTC;0;969,9;34;57;196;3,7;1,6
27/01/2020;2100 UTC;0;969,6;32;55;182;4,7;1,9
27/01/2020;2200 UTC;0;970;30,1;57;188;4,5;2,8
27/01/2020;2300 UTC;0;971;27,4;66;193;3,9;1,8
28/01/2020;0000 UTC;0;971,7;25,9;77;201;2,6;1,9
28/01/2020;0100 UTC;0;972,1;24,8;81;220;3,5;2,5
28/01/2020;0200 UTC;0;972,5;24,5;82;242;3,3;1,1
28/01/2020;0300 UTC;0;972,4;23,6;84;225;3,9;2,9
28/01/2020;0400 UTC;0;971,9;22,9;85;235;3,9;1,8
28/01/2020;0500 UTC;0;971,7;22,8;90;250;2,4;0,8
28/01/2020;0600 UTC;0;971,3;22,2;89;253;2,5;2
28/01/2020;0700 UTC;0;971,1;21,8;91;226;3,3;2,6
28/01/2020;0800 UTC;0;970,9;21,5;93;220;3,3;1,1
28/01/2020;0900 UTC;0;971,3;21,6;92;239;2,5;1,4
28/01/2020;1000 UTC;0;971,6;23,1;93;325;2,4;0,4
28/01/2020;1100 UTC;0;972,1;25,6;91;241;2,4;1,1
28/01/2020;1200 UTC;0;972,3;28,4;80;117;2,3;0,7
28/01/2020;1300 UTC;0;972,4;30,8;70;39;4,1;2,6
28/01/2020;1400 UTC;0;972,4;32,5;66;18;5,2;2,2
28/01/2020;1500 UTC;0;972,2;33,7;61;19;5,5;2,8
28/01/2020;1600 UTC;0;971,5;33,5;59;20;7,3;3,8
28/01/2020;1700 UTC;0;971,2;31,9;60;335;7,5;2,9
28/01/2020;1800 UTC;3,4;971;23,9;91;238;13;2,7
28/01/2020;1900 UTC;0,2;969,5;26,2;92;299;7,7;4
28/01/2020;2000 UTC;0;968,6;26,6;86;300;6,8;4,3
28/01/2020;2100 UTC;0;969,2;28,9;77;302;6,1;3
28/01/2020;2200 UTC;0;969,5;26,4;81;346;11;5,7
28/01/2020;2300 UTC;0;969,7;25,1;82;346;8,6;3,1
29/01/2020;0000 UTC;0;970,4;24,4;85;310;5,3;2,5
29/01/2020;0100 UTC;0;970,9;23,1;93;118;3,4;1,7
29/01/2020;0200 UTC;0;971,5;22,8;95;80;2,6;2
29/01/2020;0300 UTC;0;971,6;23,1;94;313;2,6;0,8
29/01/2020;0400 UTC;0;971,1;23;95;318;2,4;1,3
29/01/2020;0500 UTC;0;970,3;22,2;96;71;4,4;2
29/01/2020;0600 UTC;0;969,9;22,5;95;61;4;1,9
29/01/2020;0700 UTC;0;970,2;22,4;95;13;3,6;1,7
29/01/2020;0800 UTC;0;970,5;22,3;95;340;3,7;1,8
29/01/2020;0900 UTC;0;971,1;22,7;94;3;4;2,4
29/01/2020;1000 UTC;0;972;22,7;95;200;4;0,8
29/01/2020;1100 UTC;0;972,8;24,6;95;4;4,5;2,9
29/01/2020;1200 UTC;0;973,5;26,8;84;346;5,3;3,1
29/01/2020;1300 UTC;0;973,9;28,1;80;9;7,5;3,6
29/01/2020;1400 UTC;0;973,6;29,4;77;17;8,2;4,6
29/01/2020;1500 UTC;0;973,2;31,2;75;7;9,3;4,9
29/01/2020;1600 UTC;0;972,6;32,6;71;360;10,3;5,6
29/01/2020;1700 UTC;0;971,7;32,5;64;351;10,2;5,7
29/01/2020;1800 UTC;0;970,8;31;69;318;12,2;4,1
29/01/2020;1900 UTC;0;970,1;31,6;65;351;7,1;4,4
29/01/2020;2000 UTC;0;969,9;30,6;69;352;10,8;4,2
29/01/2020;2100 UTC;2,6;970,2;28,1;87;22;9,7;3,6
29/01/2020;2200 UTC;0;970,6;27,3;82;28;5,4;2,1
29/01/2020;2300 UTC;0;971,2;25,9;88;36;4,7;2,8
30/01/2020;0000 UTC;0;971,3;25,5;90;29;4,5;2,1
30/01/2020;0100 UTC;0;972,1;25;90;25;6,5;3,1
30/01/2020;0200 UTC;0;972,7;24,5;92;18;6,8;3,4
30/01/2020;0300 UTC;0;972,4;25;93;17;8,4;3,9
30/01/2020;0400 UTC;0;971,8;25;93;7;8,4;4,2
30/01/2020;0500 UTC;0;971,5;24,9;93;8;8,4;3,7
30/01/2020;0600 UTC;0;971,9;25;94;356;8,2;5
30/01/2020;0700 UTC;0;972,2;24,8;91;359;8,7;4,1
30/01/2020;0800 UTC;0;972,4;24,5;92;1;6,6;3,7
30/01/2020;0900 UTC;0;973,1;24,3;93;2;6;2,5
30/01/2020;1000 UTC;0;973,8;24,4;94;2;5,6;3,3
30/01/2020;1100 UTC;0;974,5;25,1;93;358;7,1;4,3
30/01/2020;1200 UTC;0;975,1;25,7;90;357;7,7;4
30/01/2020;1300 UTC;0;975,4;27,1;87;360;6,7;3,1
30/01/2020;1400 UTC;4,8;975,1;25,5;95;268;6,9;3,1
30/01/2020;1500 UTC;7,6;976,3;23;97;221;11,6;5,5
30/01/2020;1600 UTC;13;975,9;19,6;98;176;12,6;6,5
30/01/2020;1700 UTC;9,8;976,2;20;98;200;10;1,4
30/01/2020;1800 UTC;4,2;974,9;20,1;98;189;3,9;2,1
30/01/2020;1900 UTC;4;974,7;20,3;97;299;3,9;1,8
30/01/2020;2000 UTC;3;974,2;20,5;97;328;3,9;2,1
30/01/2020;2100 UTC;0,4;974;20,8;97;288;3,5;0,8
30/01/2020;2200 UTC;0;973,6;20,9;96;164;2,2;1,4
30/01/2020;2300 UTC;0;974,3;20,7;97;60;2,2;0,7
31/01/2020;0000 UTC;0;974,9;20,4;98;126;1,7;0,6
31/01/2020;0100 UTC;0;975,6;20,6;98;104;1,9;0,3
31/01/2020;0200 UTC;0;975,9;20,7;98;33;2,5;1,6
31/01/2020;0300 UTC;0;976;20,5;98;352;2,5;1,5
31/01/2020;0400 UTC;0;975,9;20,4;98;2;2,4;0,8
31/01/2020;0500 UTC;0;975,5;20,4;99;242;1,4;1
31/01/2020;0600 UTC;0;975,6;20,4;99;254;2;1
31/01/2020;0700 UTC;0;975,4;20,6;99;203;1,8;1,2
31/01/2020;0800 UTC;0;975,5;20,8;98;201;2,4;1,1
31/01/2020;0900 UTC;0;975,6;20,9;98;155;2;0,7
31/01/2020;1000 UTC;0,2;976,4;21,1;98;145;0,9;0,6
31/01/2020;1100 UTC;0;977,1;21,6;97;155;2,3;1,1
31/01/2020;1200 UTC;0;977,4;21,9;96;136;2,6;1,3
31/01/2020;1300 UTC;0;977,4;23,3;95;76;3,5;1,9
31/01/2020;1400 UTC;0;977,1;24,8;88;48;5,2;1,7
31/01/2020;1500 UTC;0;976,9;25,3;82;3;3,6;1,1
31/01/2020;1600 UTC;0;976,4;26,6;81;12;2,8;1,1
31/01/2020;1700 UTC;0;976;27;79;30;3,5;1,4
31/01/2020;1800 UTC;0;975,5;27,1;79;340;3,4;1,5
31/01/2020;1900 UTC;0;974,7;27,2;85;354;3,4;0,9
31/01/2020;2000 UTC;0;973,7;29;79;110;2,7;1,1
31/01/2020;2100 UTC;0,2;973,2;29,3;71;116;3,5;0,6
31/01/2020;2200 UTC;0;973,6;26,9;80;2;2,4;1,4
31/01/2020;2300 UTC;0;974,3;25,6;89;310;3,4;1,4
01/02/2020;0000 UTC;0;974,8;24,8;92;346;3;1,6
01/02/2020;0100 UTC;0;975,6;24,8;93;279;2,6;1,2
01/02/2020;0200 UTC;0;976,2;24,6;94;324;3,4;1,9
01/02/2020;0300 UTC;0;976,2;24,2;94;345;2,6;0,5
01/02/2020;0400 UTC;0;975,7;23,8;97;249;2,9;0,5
01/02/2020;0500 UTC;0;974,9;23,7;97;3;2,2;1,2
01/02/2020;0600 UTC;0;974,5;23,4;98;229;1,6;1,1
01/02/2020;0700 UTC;0;974,2;23,1;98;187;1,8;0,6
01/02/2020;0800 UTC;0;974,5;23,1;98;100;1,2;0,9
01/02/2020;0900 UTC;0;975,4;23,5;98;65;3,3;2,1
01/02/2020;1000 UTC;0,2;975,8;23,8;98;348;3,1;2,1
01/02/2020;1100 UTC;0;976,2;24,3;97;358;3,9;2,5
01/02/2020;1200 UTC;0;976,3;25,6;96;358;5,3;3
01/02/2020;1300 UTC;0;976,4;26,9;87;348;6,2;3,4
01/02/2020;1400 UTC;0;975,9;30;81;357;6,6;3,6
